field,centre-ra,centre-dec
RACS_1212-28,183,-27.9695
RACS_1236-28,189,-27.9695
RACS_1300-28,195,-27.9695
RACS_1324-28,201,-27.9695
RACS_1348-28,207,-27.9695
RACS_1412-28,213,-27.9695
RACS_1436-28,219,-27.9695
RACS_1500-28,225,-27.9695
RACS_1524-28,231,-27.9695
RACS_1548-28,237,-27.9695
RACS_1612-28,243,-27.9695
RACS_1636-28,249,-27.9695
RACS_1700-28,255,-27.9695
RACS_1724-28,261,-27.9695
RACS_1748-28,267,-27.9695
RACS_1812-28,273,-27.9695
RACS_1836-28,279,-27.9695
RACS_1900-28,285,-27.9695
RACS_1924-28,291,-27.9695
RACS_1948-28,297,-27.9695
RACS_2012-28,303,-27.9695
RACS_2036-28,309,-27.9695
RACS_2100-28,315,-27.9695
RACS_2124-28,321,-27.9695
RACS_2148-28,327,-27.9695
RACS_2212-28,333,-27.9695
RACS_2236-28,339,-27.9695
RACS_2300-28,345,-27.9695
RACS_2324-28,351,-27.9695
RACS_2348-28,357,-27.9695
RACS_0012-28,3,-27.9695
RACS_0036-28,9,-27.9695
RACS_0100-28,15,-27.9695
RACS_0124-28,21,-27.9695
RACS_0148-28,27,-27.9695
RACS_0212-28,33,-27.9695
RACS_0236-28,39,-27.9695
RACS_0300-28,45,-27.9695
RACS_0324-28,51,-27.9695
RACS_0348-28,57,-27.9695
RACS_0412-28,63,-27.9695
RACS_0436-28,69,-27.9695
RACS_0500-28,75,-27.9695
RACS_0524-28,81,-27.9695
RACS_0548-28,87,-27.9695
RACS_0612-28,93,-27.9695
RACS_0636-28,99,-27.9695
RACS_0700-28,105,-27.9695
RACS_0724-28,111,-27.9695
RACS_0748-28,117,-27.9695
RACS_0812-28,123,-27.9695
RACS_0836-28,129,-27.9695
RACS_0900-28,135,-27.9695
RACS_0924-28,141,-27.9695
RACS_0948-28,147,-27.9695
RACS_1012-28,153,-27.9695
RACS_1036-28,159,-27.9695
RACS_1100-28,165,-27.9695
RACS_1124-28,171,-27.9695
RACS_1148-28,177,-27.9695
RACS_1211-23,182.8571416667,-23.3209638889
RACS_1234-23,188.571425,-23.3209638889
RACS_1257-23,194.2857125,-23.3209638889
RACS_1319-23,200,-23.3209638889
RACS_1342-23,205.7142833333,-23.3209638889
RACS_1405-23,211.4285708333,-23.3209638889
RACS_1428-23,217.1428541667,-23.3209638889
RACS_1451-23,222.8571416667,-23.3209638889
RACS_1514-23,228.571425,-23.3209638889
RACS_1537-23,234.2857125,-23.3209638889
RACS_1559-23,240,-23.3209638889
RACS_1622-23,245.7142833333,-23.3209638889
RACS_1645-23,251.4285708333,-23.3209638889
RACS_1708-23,257.1428541667,-23.3209638889
RACS_1731-23,262.8571416667,-23.3209638889
RACS_1754-23,268.571425,-23.3209638889
RACS_1817-23,274.2857125,-23.3209638889
RACS_1839-23,280,-23.3209638889
RACS_1902-23,285.7142833333,-23.3209638889
RACS_1925-23,291.4285708333,-23.3209638889
RACS_1948-23,297.1428541667,-23.3209638889
RACS_1948-23,297.1428541667,-23.3209638889
RACS_2011-23,302.8571416667,-23.3209638889
RACS_2034-23,308.571425,-23.3209638889
RACS_2057-23,314.2857125,-23.3209638889
RACS_2119-23,320,-23.3209638889
RACS_2142-23,325.7142833333,-23.3209638889
RACS_2205-23,331.4285708333,-23.3209638889
RACS_2228-23,337.1428541667,-23.3209638889
RACS_2251-23,342.8571416667,-23.3209638889
RACS_2314-23,348.571425,-23.3209638889
RACS_2337-23,354.2857125,-23.3209638889
RACS_2359-23,0,-23.3209638889
RACS_0022-23,5.7142833333,-23.3209638889
RACS_0045-23,11.4285708333,-23.3209638889
RACS_0108-23,17.1428541667,-23.3209638889
RACS_0131-23,22.8571416667,-23.3209638889
RACS_0154-23,28.571425,-23.3209638889
RACS_0217-23,34.2857125,-23.3209638889
RACS_0239-23,40,-23.3209638889
RACS_0302-23,45.7142833333,-23.3209638889
RACS_0325-23,51.4285708333,-23.3209638889
RACS_0348-23,57.1428541667,-23.3209638889
RACS_0411-23,62.8571416667,-23.3209638889
RACS_0434-23,68.571425,-23.3209638889
RACS_0457-23,74.2857125,-23.3209638889
RACS_0519-23,80,-23.3209638889
RACS_0542-23,85.7142833333,-23.3209638889
RACS_0605-23,91.4285708333,-23.3209638889
RACS_0628-23,97.1428541667,-23.3209638889
RACS_0651-23,102.8571416667,-23.3209638889
RACS_0714-23,108.571425,-23.3209638889
RACS_0737-23,114.2857125,-23.3209638889
RACS_0759-23,120,-23.3209638889
RACS_0822-23,125.7142833333,-23.3209638889
RACS_0845-23,131.4285708333,-23.3209638889
RACS_0908-23,137.1428541667,-23.3209638889
RACS_0931-23,142.8571416667,-23.3209638889
RACS_0954-23,148.571425,-23.3209638889
RACS_1017-23,154.2857125,-23.3209638889
RACS_1039-23,160,-23.3209638889
RACS_1102-23,165.7142833333,-23.3209638889
RACS_1125-23,171.4285708333,-23.3209638889
RACS_1148-23,177.1428541667,-23.3209638889
RACS_1211-18,182.8125,-18.6677202778
RACS_1233-18,188.4375,-18.6677202778
RACS_1256-18,194.0625,-18.6677202778
RACS_1318-18,199.6875,-18.6677202778
RACS_1341-18,205.3125,-18.6677202778
RACS_1403-18,210.9375,-18.6677202778
RACS_1426-18,216.5625,-18.6677202778
RACS_1426-18,216.5625,-18.6677202778
RACS_1448-18,222.1875,-18.6677202778
RACS_1448-18,222.1875,-18.6677202778
RACS_1511-18,227.8125,-18.6677202778
RACS_1533-18,233.4375,-18.6677202778
RACS_1533-18,233.4375,-18.6677202778
RACS_1556-18,239.0625,-18.6677202778
RACS_1618-18,244.6875,-18.6677202778
RACS_1641-18,250.3125,-18.6677202778
RACS_1703-18,255.9375,-18.6677202778
RACS_1726-18,261.5625,-18.6677202778
RACS_1748-18,267.1875,-18.6677202778
RACS_1811-18,272.8125,-18.6677202778
RACS_1833-18,278.4375,-18.6677202778
RACS_1833-18,278.4375,-18.6677202778
RACS_1856-18,284.0625,-18.6677202778
RACS_1918-18,289.6875,-18.6677202778
RACS_1941-18,295.3125,-18.6677202778
RACS_2003-18,300.9375,-18.6677202778
RACS_2026-18,306.5625,-18.6677202778
RACS_2048-18,312.1875,-18.6677202778
RACS_2111-18,317.8125,-18.6677202778
RACS_2133-18,323.4375,-18.6677202778
RACS_2156-18,329.0625,-18.6677202778
RACS_2218-18,334.6875,-18.6677202778
RACS_2241-18,340.3125,-18.6677202778
RACS_2303-18,345.9375,-18.6677202778
RACS_2326-18,351.5625,-18.6677202778
RACS_2348-18,357.1875,-18.6677202778
RACS_0011-18,2.8125,-18.6677202778
RACS_0033-18,8.4375,-18.6677202778
RACS_0056-18,14.0625,-18.6677202778
RACS_0118-18,19.6875,-18.6677202778
RACS_0141-18,25.3125,-18.6677202778
RACS_0203-18,30.9375,-18.6677202778
RACS_0226-18,36.5625,-18.6677202778
RACS_0248-18,42.1875,-18.6677202778
RACS_0311-18,47.8125,-18.6677202778
RACS_0333-18,53.4375,-18.6677202778
RACS_0356-18,59.0625,-18.6677202778
RACS_0418-18,64.6875,-18.6677202778
RACS_0441-18,70.3125,-18.6677202778
RACS_0503-18,75.9375,-18.6677202778
RACS_0526-18,81.5625,-18.6677202778
RACS_0526-18,81.5625,-18.6677202778
RACS_0548-18,87.1875,-18.6677202778
RACS_0611-18,92.8125,-18.6677202778
RACS_0633-18,98.4375,-18.6677202778
RACS_0656-18,104.0625,-18.6677202778
RACS_0718-18,109.6875,-18.6677202778
RACS_0741-18,115.3125,-18.6677202778
RACS_0803-18,120.9375,-18.6677202778
RACS_0826-18,126.5625,-18.6677202778
RACS_0848-18,132.1875,-18.6677202778
RACS_0911-18,137.8125,-18.6677202778
RACS_0933-18,143.4375,-18.6677202778
RACS_0956-18,149.0625,-18.6677202778
RACS_1018-18,154.6875,-18.6677202778
RACS_1041-18,160.3125,-18.6677202778
RACS_1103-18,165.9375,-18.6677202778
RACS_1126-18,171.5625,-18.6677202778
RACS_1148-18,177.1875,-18.6677202778
RACS_1210-14,182.7272708333,-14.0089055556
RACS_1232-14,188.1818166667,-14.0089055556
RACS_1254-14,193.6363625,-14.0089055556
RACS_1316-14,199.0909083333,-14.0089055556
RACS_1338-14,204.5454541667,-14.0089055556
RACS_1400-14,210,-14.0089055556
RACS_1421-14,215.4545416667,-14.0089055556
RACS_1443-14,220.9090875,-14.0089055556
RACS_1443-14,220.9090875,-14.0089055556
RACS_1505-14,226.3636333333,-14.0089055556
RACS_1527-14,231.8181791667,-14.0089055556
RACS_1549-14,237.272725,-14.0089055556
RACS_1610-14,242.7272708333,-14.0089055556
RACS_1632-14,248.1818166667,-14.0089055556
RACS_1654-14,253.6363625,-14.0089055556
RACS_1716-14,259.0909083333,-14.0089055556
RACS_1738-14,264.5454541667,-14.0089055556
RACS_1800-14,270,-14.0089055556
RACS_1821-14,275.4545416667,-14.0089055556
RACS_1843-14,280.9090875,-14.0089055556
RACS_1905-14,286.3636333333,-14.0089055556
RACS_1927-14,291.8181791667,-14.0089055556
RACS_1949-14,297.272725,-14.0089055556
RACS_2010-14,302.7272708333,-14.0089055556
RACS_2032-14,308.1818166667,-14.0089055556
RACS_2054-14,313.6363625,-14.0089055556
RACS_2116-14,319.0909083333,-14.0089055556
RACS_2138-14,324.5454541667,-14.0089055556
RACS_2200-14,330,-14.0089055556
RACS_2221-14,335.4545416667,-14.0089055556
RACS_2243-14,340.9090875,-14.0089055556
RACS_2305-14,346.3636333333,-14.0089055556
RACS_2327-14,351.8181791667,-14.0089055556
RACS_2349-14,357.272725,-14.0089055556
RACS_0010-14,2.7272708333,-14.0089055556
RACS_0032-14,8.1818166667,-14.0089055556
RACS_0054-14,13.6363625,-14.0089055556
RACS_0116-14,19.0909083333,-14.0089055556
RACS_0138-14,24.5454541667,-14.0089055556
RACS_0200-14,30,-14.0089055556
RACS_0221-14,35.4545416667,-14.0089055556
RACS_0243-14,40.9090875,-14.0089055556
RACS_0305-14,46.3636333333,-14.0089055556
RACS_0327-14,51.8181791667,-14.0089055556
RACS_0349-14,57.272725,-14.0089055556
RACS_0410-14,62.7272708333,-14.0089055556
RACS_0432-14,68.1818166667,-14.0089055556
RACS_0454-14,73.6363625,-14.0089055556
RACS_0516-14,79.0909083333,-14.0089055556
RACS_0538-14,84.5454541667,-14.0089055556
RACS_0600-14,90,-14.0089055556
RACS_0621-14,95.4545416667,-14.0089055556
RACS_0643-14,100.9090875,-14.0089055556
RACS_0705-14,106.3636333333,-14.0089055556
RACS_0727-14,111.8181791667,-14.0089055556
RACS_0749-14,117.272725,-14.0089055556
RACS_0810-14,122.7272708333,-14.0089055556
RACS_0832-14,128.1818166667,-14.0089055556
RACS_0854-14,133.6363625,-14.0089055556
RACS_0916-14,139.0909083333,-14.0089055556
RACS_0938-14,144.5454541667,-14.0089055556
RACS_1000-14,150,-14.0089055556
RACS_1021-14,155.4545416667,-14.0089055556
RACS_1043-14,160.9090875,-14.0089055556
RACS_1105-14,166.3636333333,-14.0089055556
RACS_1127-14,171.8181791667,-14.0089055556
RACS_1149-14,177.272725,-14.0089055556
RACS_1210-09,182.6865666667,-9.34505
RACS_1232-09,188.0597,-9.34505
RACS_1253-09,193.4328333333,-9.34505
RACS_1315-09,198.8059666667,-9.34505
RACS_1336-09,204.1791041667,-9.34505
RACS_1358-09,209.5522375,-9.34505
RACS_1419-09,214.9253708333,-9.34505
RACS_1441-09,220.2985041667,-9.34505
RACS_1502-09,225.6716416667,-9.34505
RACS_1524-09,231.044775,-9.34505
RACS_1545-09,236.4179083333,-9.34505
RACS_1607-09,241.7910416667,-9.34505
RACS_1628-09,247.164175,-9.34505
RACS_1628-09,247.164175,-9.34505
RACS_1650-09,252.5373125,-9.34505
RACS_1711-09,257.9104458333,-9.34505
RACS_1733-09,263.2835791667,-9.34505
RACS_1754-09,268.6567125,-9.34505
RACS_1816-09,274.02985,-9.34505
RACS_1837-09,279.4029833333,-9.34505
RACS_1859-09,284.7761166667,-9.34505
RACS_1859-09,284.7761166667,-9.34505
RACS_1920-09,290.14925,-9.34505
RACS_1942-09,295.5223875,-9.34505
RACS_2003-09,300.8955208333,-9.34505
RACS_2025-09,306.2686541667,-9.34505
RACS_2046-09,311.6417875,-9.34505
RACS_2108-09,317.014925,-9.34505
RACS_2129-09,322.3880583333,-9.34505
RACS_2151-09,327.7611916667,-9.34505
RACS_2212-09,333.134325,-9.34505
RACS_2234-09,338.5074625,-9.34505
RACS_2255-09,343.8805958333,-9.34505
RACS_2317-09,349.2537291667,-9.34505
RACS_2338-09,354.6268625,-9.34505
RACS_2359-09,0,-9.34505
RACS_0021-09,5.3731333333,-9.34505
RACS_0042-09,10.7462666667,-9.34505
RACS_0104-09,16.1194,-9.34505
RACS_0125-09,21.4925333333,-9.34505
RACS_0147-09,26.8656708333,-9.34505
RACS_0208-09,32.2388041667,-9.34505
RACS_0230-09,37.6119375,-9.34505
RACS_0251-09,42.9850708333,-9.34505
RACS_0313-09,48.3582083333,-9.34505
RACS_0334-09,53.7313416667,-9.34505
RACS_0356-09,59.104475,-9.34505
RACS_0417-09,64.4776083333,-9.34505
RACS_0417-09,64.4776083333,-9.34505
RACS_0439-09,69.8507458333,-9.34505
RACS_0500-09,75.2238791667,-9.34505
RACS_0522-09,80.5970125,-9.34505
RACS_0543-09,85.9701458333,-9.34505
RACS_0605-09,91.3432833333,-9.34505
RACS_0626-09,96.7164166667,-9.34505
RACS_0648-09,102.08955,-9.34505
RACS_0709-09,107.4626833333,-9.34505
RACS_0731-09,112.8358208333,-9.34505
RACS_0752-09,118.2089541667,-9.34505
RACS_0814-09,123.5820875,-9.34505
RACS_0835-09,128.9552208333,-9.34505
RACS_0857-09,134.3283541667,-9.34505
RACS_0918-09,139.7014916667,-9.34505
RACS_0940-09,145.074625,-9.34505
RACS_1001-09,150.4477583333,-9.34505
RACS_1023-09,155.8208916667,-9.34505
RACS_1044-09,161.1940291667,-9.34505
RACS_1106-09,166.5671625,-9.34505
RACS_1127-09,171.9402958333,-9.34505
RACS_1149-09,177.3134291667,-9.34505
RACS_1210-04,182.6865666667,-4.6763416667
RACS_1232-04,188.0597,-4.6763416667
RACS_1253-04,193.4328333333,-4.6763416667
RACS_1315-04,198.8059666667,-4.6763416667
RACS_1315-04,198.8059666667,-4.6763416667
RACS_1336-04,204.1791041667,-4.6763416667
RACS_1358-04,209.5522375,-4.6763416667
RACS_1419-04,214.9253708333,-4.6763416667
RACS_1441-04,220.2985041667,-4.6763416667
RACS_1502-04,225.6716416667,-4.6763416667
RACS_1524-04,231.044775,-4.6763416667
RACS_1545-04,236.4179083333,-4.6763416667
RACS_1607-04,241.7910416667,-4.6763416667
RACS_1628-04,247.164175,-4.6763416667
RACS_1650-04,252.5373125,-4.6763416667
RACS_1650-04,252.5373125,-4.6763416667
RACS_1711-04,257.9104458333,-4.6763416667
RACS_1733-04,263.2835791667,-4.6763416667
RACS_1754-04,268.6567125,-4.6763416667
RACS_1816-04,274.02985,-4.6763416667
RACS_1837-04,279.4029833333,-4.6763416667
RACS_1859-04,284.7761166667,-4.6763416667
RACS_1920-04,290.14925,-4.6763416667
RACS_1942-04,295.5223875,-4.6763416667
RACS_2003-04,300.8955208333,-4.6763416667
RACS_2025-04,306.2686541667,-4.6763416667
RACS_2046-04,311.6417875,-4.6763416667
RACS_2108-04,317.014925,-4.6763416667
RACS_2129-04,322.3880583333,-4.6763416667
RACS_2151-04,327.7611916667,-4.6763416667
RACS_2212-04,333.134325,-4.6763416667
RACS_2234-04,338.5074625,-4.6763416667
RACS_2255-04,343.8805958333,-4.6763416667
RACS_2317-04,349.2537291667,-4.6763416667
RACS_2338-04,354.6268625,-4.6763416667
RACS_2359-04,0,-4.6763416667
RACS_0021-04,5.3731333333,-4.6763416667
RACS_0042-04,10.7462666667,-4.6763416667
RACS_0104-04,16.1194,-4.6763416667
RACS_0125-04,21.4925333333,-4.6763416667
RACS_0147-04,26.8656708333,-4.6763416667
RACS_0208-04,32.2388041667,-4.6763416667
RACS_0230-04,37.6119375,-4.6763416667
RACS_0251-04,42.9850708333,-4.6763416667
RACS_0313-04,48.3582083333,-4.6763416667
RACS_0334-04,53.7313416667,-4.6763416667
RACS_0356-04,59.104475,-4.6763416667
RACS_0417-04,64.4776083333,-4.6763416667
RACS_0439-04,69.8507458333,-4.6763416667
RACS_0500-04,75.2238791667,-4.6763416667
RACS_0522-04,80.5970125,-4.6763416667
RACS_0543-04,85.9701458333,-4.6763416667
RACS_0605-04,91.3432833333,-4.6763416667
RACS_0626-04,96.7164166667,-4.6763416667
RACS_0648-04,102.08955,-4.6763416667
RACS_0709-04,107.4626833333,-4.6763416667
RACS_0731-04,112.8358208333,-4.6763416667
RACS_0752-04,118.2089541667,-4.6763416667
RACS_0814-04,123.5820875,-4.6763416667
RACS_0835-04,128.9552208333,-4.6763416667
RACS_0857-04,134.3283541667,-4.6763416667
RACS_0918-04,139.7014916667,-4.6763416667
RACS_0940-04,145.074625,-4.6763416667
RACS_1001-04,150.4477583333,-4.6763416667
RACS_1023-04,155.8208916667,-4.6763416667
RACS_1023-04,155.8208916667,-4.6763416667
RACS_1044-04,161.1940291667,-4.6763416667
RACS_1106-04,166.5671625,-4.6763416667
RACS_1127-04,171.9402958333,-4.6763416667
RACS_1149-04,177.3134291667,-4.6763416667
RACS_1210+00,182.6865666667,0
RACS_1232+00,188.0597,0
RACS_1253+00,193.4328333333,0
RACS_1315+00,198.8059666667,0
RACS_1336+00,204.1791041667,0
RACS_1358+00,209.5522375,0
RACS_1419+00,214.9253708333,0
RACS_1441+00,220.2985041667,0
RACS_1502+00,225.6716416667,0
RACS_1502+00,225.6716416667,0
RACS_1524+00,231.044775,0
RACS_1545+00,236.4179083333,0
RACS_1607+00,241.7910416667,0
RACS_1628+00,247.164175,0
RACS_1650+00,252.5373125,0
RACS_1711+00,257.9104458333,0
RACS_1733+00,263.2835791667,0
RACS_1754+00,268.6567125,0
RACS_1816+00,274.02985,0
RACS_1837+00,279.4029833333,0
RACS_1859+00,284.7761166667,0
RACS_1920+00,290.14925,0
RACS_1942+00,295.5223875,0
RACS_2003+00,300.8955208333,0
RACS_2025+00,306.2686541667,0
RACS_2046+00,311.6417875,0
RACS_2108+00,317.014925,0
RACS_2129+00,322.3880583333,0
RACS_2151+00,327.7611916667,0
RACS_2212+00,333.134325,0
RACS_2234+00,338.5074625,0
RACS_2255+00,343.8805958333,0
RACS_2317+00,349.2537291667,0
RACS_2338+00,354.6268625,0
RACS_2338+00,354.6268625,0
RACS_2359+00,0,0
RACS_2359+00,0,0
RACS_0021+00,5.3731333333,0
RACS_0021+00,5.3731333333,0
RACS_0042+00,10.7462666667,0
RACS_0042+00,10.7462666667,0
RACS_0104+00,16.1194,0
RACS_0125+00,21.4925333333,0
RACS_0147+00,26.8656708333,0
RACS_0208+00,32.2388041667,0
RACS_0230+00,37.6119375,0
RACS_0251+00,42.9850708333,0
RACS_0313+00,48.3582083333,0
RACS_0334+00,53.7313416667,0
RACS_0356+00,59.104475,0
RACS_0356+00,59.104475,0
RACS_0417+00,64.4776083333,0
RACS_0439+00,69.8507458333,0
RACS_0500+00,75.2238791667,0
RACS_0522+00,80.5970125,0
RACS_0543+00,85.9701458333,0
RACS_0605+00,91.3432833333,0
RACS_0626+00,96.7164166667,0
RACS_0648+00,102.08955,0
RACS_0709+00,107.4626833333,0
RACS_0731+00,112.8358208333,0
RACS_0752+00,118.2089541667,0
RACS_0814+00,123.5820875,0
RACS_0835+00,128.9552208333,0
RACS_0857+00,134.3283541667,0
RACS_0918+00,139.7014916667,0
RACS_0940+00,145.074625,0
RACS_1001+00,150.4477583333,0
RACS_1023+00,155.8208916667,0
RACS_1044+00,161.1940291667,0
RACS_1106+00,166.5671625,0
RACS_1127+00,171.9402958333,0
RACS_1149+00,177.3134291667,0
RACS_1210+04,182.6865666667,4.673775
RACS_1232+04,188.0597,4.673775
RACS_1253+04,193.4328333333,4.673775
RACS_1315+04,198.8059666667,4.673775
RACS_1336+04,204.1791041667,4.673775
RACS_1358+04,209.5522375,4.673775
RACS_1419+04,214.9253708333,4.673775
RACS_1441+04,220.2985041667,4.673775
RACS_1502+04,225.6716416667,4.673775
RACS_1524+04,231.044775,4.673775
RACS_1545+04,236.4179083333,4.673775
RACS_1607+04,241.7910416667,4.673775
RACS_1628+04,247.164175,4.673775
RACS_1650+04,252.5373125,4.673775
RACS_1711+04,257.9104458333,4.673775
RACS_1733+04,263.2835791667,4.673775
RACS_1754+04,268.6567125,4.673775
RACS_1816+04,274.02985,4.673775
RACS_1837+04,279.4029833333,4.673775
RACS_1859+04,284.7761166667,4.673775
RACS_1920+04,290.14925,4.673775
RACS_1942+04,295.5223875,4.673775
RACS_2003+04,300.8955208333,4.673775
RACS_2025+04,306.2686541667,4.673775
RACS_2046+04,311.6417875,4.673775
RACS_2108+04,317.014925,4.673775
RACS_2129+04,322.3880583333,4.673775
RACS_2151+04,327.7611916667,4.673775
RACS_2212+04,333.134325,4.673775
RACS_2234+04,338.5074625,4.673775
RACS_2255+04,343.8805958333,4.673775
RACS_2317+04,349.2537291667,4.673775
RACS_2317+04,349.2537291667,4.673775
RACS_2338+04,354.6268625,4.673775
RACS_2338+04,354.6268625,4.673775
RACS_2359+04,0,4.673775
RACS_0021+04,5.3731333333,4.673775
RACS_0042+04,10.7462666667,4.673775
RACS_0042+04,10.7462666667,4.673775
RACS_0042+04,10.7462666667,4.673775
RACS_0104+04,16.1194,4.673775
RACS_0104+04,16.1194,4.673775
RACS_0125+04,21.4925333333,4.673775
RACS_0125+04,21.4925333333,4.673775
RACS_0147+04,26.8656708333,4.673775
RACS_0147+04,26.8656708333,4.673775
RACS_0208+04,32.2388041667,4.673775
RACS_0208+04,32.2388041667,4.673775
RACS_0230+04,37.6119375,4.673775
RACS_0230+04,37.6119375,4.673775
RACS_0251+04,42.9850708333,4.673775
RACS_0251+04,42.9850708333,4.673775
RACS_0313+04,48.3582083333,4.673775
RACS_0313+04,48.3582083333,4.673775
RACS_0334+04,53.7313416667,4.673775
RACS_0356+04,59.104475,4.673775
RACS_0417+04,64.4776083333,4.673775
RACS_0439+04,69.8507458333,4.673775
RACS_0500+04,75.2238791667,4.673775
RACS_0522+04,80.5970125,4.673775
RACS_0543+04,85.9701458333,4.673775
RACS_0605+04,91.3432833333,4.673775
RACS_0626+04,96.7164166667,4.673775
RACS_0648+04,102.08955,4.673775
RACS_0709+04,107.4626833333,4.673775
RACS_0731+04,112.8358208333,4.673775
RACS_0752+04,118.2089541667,4.673775
RACS_0814+04,123.5820875,4.673775
RACS_0835+04,128.9552208333,4.673775
RACS_0857+04,134.3283541667,4.673775
RACS_0918+04,139.7014916667,4.673775
RACS_0940+04,145.074625,4.673775
RACS_1001+04,150.4477583333,4.673775
RACS_1023+04,155.8208916667,4.673775
RACS_1044+04,161.1940291667,4.673775
RACS_1106+04,166.5671625,4.673775
RACS_1127+04,171.9402958333,4.673775
RACS_1149+04,177.3134291667,4.673775
RACS_1210+09,182.6865666667,9.3424861111
RACS_1232+09,188.0597,9.3424861111
RACS_1253+09,193.4328333333,9.3424861111
RACS_1315+09,198.8059666667,9.3424861111
RACS_1336+09,204.1791041667,9.3424861111
RACS_1358+09,209.5522375,9.3424861111
RACS_1419+09,214.9253708333,9.3424861111
RACS_1441+09,220.2985041667,9.3424861111
RACS_1502+09,225.6716416667,9.3424861111
RACS_1524+09,231.044775,9.3424861111
RACS_1545+09,236.4179083333,9.3424861111
RACS_1607+09,241.7910416667,9.3424861111
RACS_1628+09,247.164175,9.3424861111
RACS_1650+09,252.5373125,9.3424861111
RACS_1650+09,252.5373125,9.3424861111
RACS_1711+09,257.9104458333,9.3424861111
RACS_1733+09,263.2835791667,9.3424861111
RACS_1754+09,268.6567125,9.3424861111
RACS_1816+09,274.02985,9.3424861111
RACS_1837+09,279.4029833333,9.3424861111
RACS_1859+09,284.7761166667,9.3424861111
RACS_1920+09,290.14925,9.3424861111
RACS_1942+09,295.5223875,9.3424861111
RACS_2003+09,300.8955208333,9.3424861111
RACS_2025+09,306.2686541667,9.3424861111
RACS_2046+09,311.6417875,9.3424861111
RACS_2108+09,317.014925,9.3424861111
RACS_2129+09,322.3880583333,9.3424861111
RACS_2151+09,327.7611916667,9.3424861111
RACS_2212+09,333.134325,9.3424861111
RACS_2212+09,333.134325,9.3424861111
RACS_2234+09,338.5074625,9.3424861111
RACS_2234+09,338.5074625,9.3424861111
RACS_2234+09,338.5074625,9.3424861111
RACS_2255+09,343.8805958333,9.3424861111
RACS_2255+09,343.8805958333,9.3424861111
RACS_2317+09,349.2537291667,9.3424861111
